STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,age,Age class,unit,Unit of measure,sex,Sex,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:UNE_RT_A$DEFAULTVIEW(1.0),Unemployment by sex and age - annual data,A,Annual,Y15-74,From 15 to 74 years,PC_POP,Percentage of total population,T,Total,FR,France,2020,,5.0,,,,,
dataflow,ESTAT:UNE_RT_A$DEFAULTVIEW(1.0),Unemployment by sex and age - annual data,A,Annual,Y15-74,From 15 to 74 years,PC_POP,Percentage of total population,T,Total,FR,France,2021,,4.9,,d,definition differs (see metadata),,
dataflow,ESTAT:UNE_RT_A$DEFAULTVIEW(1.0),Unemployment by sex and age - annual data,A,Annual,Y15-74,From 15 to 74 years,PC_POP,Percentage of total population,T,Total,FR,France,2022,,4.6,,d,definition differs (see metadata),,
dataflow,ESTAT:UNE_RT_A$DEFAULTVIEW(1.0),Unemployment by sex and age - annual data,A,Annual,Y15-74,From 15 to 74 years,PC_POP,Percentage of total population,T,Total,FR,France,2023,,4.7,,d,definition differs (see metadata),,
dataflow,ESTAT:UNE_RT_A$DEFAULTVIEW(1.0),Unemployment by sex and age - annual data,A,Annual,Y15-74,From 15 to 74 years,PC_POP,Percentage of total population,T,Total,FR,France,2024,,4.8,,d,definition differs (see metadata),,
dataflow,ESTAT:UNE_RT_A$DEFAULTVIEW(1.0),Unemployment by sex and age - annual data,A,Annual,Y15-74,From 15 to 74 years,PC_POP,Percentage of total population,T,Total,HR,Croatia,2015,,9.5,,,,,
dataflow,ESTAT:UNE_RT_A$DEFAULTVIEW(1.0),Unemployment by sex and age - annual data,A,Annual,Y15-74,From 15 to 74 years,PC_POP,Percentage of total population,T,Total,HR,Croatia,2016,,7.4,,,,,
dataflow,ESTAT:UNE_RT_A$DEFAULTVIEW(1.0),Unemployment by sex and age - annual data,A,Annual,Y15-74,From 15 to 74 years,PC_POP,Percentage of total population,T,Total,HR,Croatia,2017,,6.4,,,,,
dataflow,ESTAT:UNE_RT_A$DEFAULTVIEW(1.0),Unemployment by sex and age - annual data,A,Annual,Y15-74,From 15 to 74 years,PC_POP,Percentage of total population,T,Total,HR,Croatia,2018,,4.7,,,,,
dataflow,ESTAT:UNE_RT_A$DEFAULTVIEW(1.0),Unemployment by sex and age - annual data,A,Annual,Y15-74,From 15 to 74 years,PC_POP,Percentage of total population,T,Total,HR,Croatia,2019,,3.7,,,,,
dataflow,ESTAT:UNE_RT_A$DEFAULTVIEW(1.0),Unemployment by sex and age - annual data,A,Annual,Y15-74,From 15 to 74 years,PC_POP,Percentage of total population,T,Total,HR,Croatia,2020,,4.2,,,,,
dataflow,ESTAT:UNE_RT_A$DEFAULTVIEW(1.0),Unemployment by sex and age - annual data,A,Annual,Y15-74,From 15 to 74 years,PC_POP,Percentage of total population,T,Total,HR,Croatia,2021,,4.4,,,,,
dataflow,ESTAT:UNE_RT_A$DEFAULTVIEW(1.0),Unemployment by sex and age - annual data,A,Annual,Y15-74,From 15 to 74 years,PC_POP,Percentage of total population,T,Total,HR,Croatia,2022,,4.0,,,,,
dataflow,ESTAT:UNE_RT_A$DEFAULTVIEW(1.0),Unemployment by sex and age - annual data,A,Annual,Y15-74,From 15 to 74 years,PC_POP,Percentage of total population,T,Total,HR,Croatia,2023,,3.6,,,,,
dataflow,ESTAT:UNE_RT_A$DEFAULTVIEW(1.0),Unemployment by sex and age - annual data,A,Annual,Y15-74,From 15 to 74 years,PC_POP,Percentage of total population,T,Total,HR,Croatia,2024,,3.0,,,,,
dataflow,ESTAT:UNE_RT_A$DEFAULTVIEW(1.0),Unemployment by sex and age - annual data,A,Annual,Y15-74,From 15 to 74 years,PC_POP,Percentage of total population,T,Total,HU,Hungary,2015,,4.1,,,,,
dataflow,ESTAT:UNE_RT_A$DEFAULTVIEW(1.0),Unemployment by sex and age - annual data,A,Annual,Y15-74,From 15 to 74 years,PC_POP,Percentage of total population,T,Total,HU,Hungary,2016,,3.1,,,,,
dataflow,ESTAT:UNE_RT_A$DEFAULTVIEW(1.0),Unemployment by sex and age - annual data,A,Annual,Y15-74,From 15 to 74 years,PC_POP,Percentage of total population,T,Total,HU,Hungary,2017,,2.6,,,,,
dataflow,ESTAT:UNE_RT_A$DEFAULTVIEW(1.0),Unemployment by sex and age - annual data,A,Annual,Y15-74,From 15 to 74 years,PC_POP,Percentage of total population,T,Total,HU,Hungary,2018,,2.3,,b,break in time series,,
dataflow,ESTAT:UNE_RT_A$DEFAULTVIEW(1.0),Unemployment by sex and age - annual data,A,Annual,Y15-74,From 15 to 74 years,PC_POP,Percentage of total population,T,Total,HU,Hungary,2019,,2.1,,,,,
dataflow,ESTAT:UNE_RT_A$DEFAULTVIEW(1.0),Unemployment by sex and age - annual data,A,Annual,Y15-74,From 15 to 74 years,PC_POP,Percentage of total population,T,Total,HU,Hungary,2020,,2.7,,,,,
dataflow,ESTAT:UNE_RT_A$DEFAULTVIEW(1.0),Unemployment by sex and age - annual data,A,Annual,Y15-74,From 15 to 74 years,PC_POP,Percentage of total population,T,Total,HU,Hungary,2021,,2.6,,,,,
dataflow,ESTAT:UNE_RT_A$DEFAULTVIEW(1.0),Unemployment by sex and age - annual data,A,Annual,Y15-74,From 15 to 74 years,PC_POP,Percentage of total population,T,Total,HU,Hungary,2022,,2.4,,,,,
dataflow,ESTAT:UNE_RT_A$DEFAULTVIEW(1.0),Unemployment by sex and age - annual data,A,Annual,Y15-74,From 15 to 74 years,PC_POP,Percentage of total population,T,Total,HU,Hungary,2023,,2.8,,,,,
dataflow,ESTAT:UNE_RT_A$DEFAULTVIEW(1.0),Unemployment by sex and age - annual data,A,Annual,Y15-74,From 15 to 74 years,PC_POP,Percentage of total population,T,Total,HU,Hungary,2024,,3.1,,,,,
dataflow,ESTAT:UNE_RT_A$DEFAULTVIEW(1.0),Unemployment by sex and age - annual data,A,Annual,Y15-74,From 15 to 74 years,PC_POP,Percentage of total population,T,Total,IE,Ireland,2015,,6.6,,,,,
dataflow,ESTAT:UNE_RT_A$DEFAULTVIEW(1.0),Unemployment by sex and age - annual data,A,Annual,Y15-74,From 15 to 74 years,PC_POP,Percentage of total population,T,Total,IE,Ireland,2016,,5.6,,,,,
dataflow,ESTAT:UNE_RT_A$DEFAULTVIEW(1.0),Unemployment by sex and age - annual data,A,Annual,Y15-74,From 15 to 74 years,PC_POP,Percentage of total population,T,Total,IE,Ireland,2017,,4.5,,,,,
dataflow,ESTAT:UNE_RT_A$DEFAULTVIEW(1.0),Unemployment by sex and age - annual data,A,Annual,Y15-74,From 15 to 74 years,PC_POP,Percentage of total population,T,Total,IE,Ireland,2018,,3.9,,,,,
dataflow,ESTAT:UNE_RT_A$DEFAULTVIEW(1.0),Unemployment by sex and age - annual data,A,Annual,Y15-74,From 15 to 74 years,PC_POP,Percentage of total population,T,Total,IE,Ireland,2019,,3.3,,,,,
dataflow,ESTAT:UNE_RT_A$DEFAULTVIEW(1.0),Unemployment by sex and age - annual data,A,Annual,Y15-74,From 15 to 74 years,PC_POP,Percentage of total population,T,Total,IE,Ireland,2020,,3.8,,,,,
dataflow,ESTAT:UNE_RT_A$DEFAULTVIEW(1.0),Unemployment by sex and age - annual data,A,Annual,Y15-74,From 15 to 74 years,PC_POP,Percentage of total population,T,Total,IE,Ireland,2021,,4.3,,b,break in time series,,
dataflow,ESTAT:UNE_RT_A$DEFAULTVIEW(1.0),Unemployment by sex and age - annual data,A,Annual,Y15-74,From 15 to 74 years,PC_POP,Percentage of total population,T,Total,IE,Ireland,2022,,3.1,,,,,
dataflow,ESTAT:UNE_RT_A$DEFAULTVIEW(1.0),Unemployment by sex and age - annual data,A,Annual,Y15-74,From 15 to 74 years,PC_POP,Percentage of total population,T,Total,IE,Ireland,2023,,3.1,,,,,
dataflow,ESTAT:UNE_RT_A$DEFAULTVIEW(1.0),Unemployment by sex and age - annual data,A,Annual,Y15-74,From 15 to 74 years,PC_POP,Percentage of total population,T,Total,IE,Ireland,2024,,3.1,,,,,
dataflow,ESTAT:UNE_RT_A$DEFAULTVIEW(1.0),Unemployment by sex and age - annual data,A,Annual,Y15-74,From 15 to 74 years,PC_POP,Percentage of total population,T,Total,IS,Iceland,2015,,3.3,,,,,
dataflow,ESTAT:UNE_RT_A$DEFAULTVIEW(1.0),Unemployment by sex and age - annual data,A,Annual,Y15-74,From 15 to 74 years,PC_POP,Percentage of total population,T,Total,IS,Iceland,2016,,2.5,,,,,
dataflow,ESTAT:UNE_RT_A$DEFAULTVIEW(1.0),Unemployment by sex and age - annual data,A,Annual,Y15-74,From 15 to 74 years,PC_POP,Percentage of total population,T,Total,IS,Iceland,2017,,2.3,,,,,
dataflow,ESTAT:UNE_RT_A$DEFAULTVIEW(1.0),Unemployment by sex and age - annual data,A,Annual,Y15-74,From 15 to 74 years,PC_POP,Percentage of total population,T,Total,IS,Iceland,2018,,2.2,,,,,
dataflow,ESTAT:UNE_RT_A$DEFAULTVIEW(1.0),Unemployment by sex and age - annual data,A,Annual,Y15-74,From 15 to 74 years,PC_POP,Percentage of total population,T,Total,IS,Iceland,2019,,2.8,,,,,
dataflow,ESTAT:UNE_RT_A$DEFAULTVIEW(1.0),Unemployment by sex and age - annual data,A,Annual,Y15-74,From 15 to 74 years,PC_POP,Percentage of total population,T,Total,IS,Iceland,2020,,4.3,,b,break in time series,,
dataflow,ESTAT:UNE_RT_A$DEFAULTVIEW(1.0),Unemployment by sex and age - annual data,A,Annual,Y15-74,From 15 to 74 years,PC_POP,Percentage of total population,T,Total,IS,Iceland,2021,,4.8,,,,,
dataflow,ESTAT:UNE_RT_A$DEFAULTVIEW(1.0),Unemployment by sex and age - annual data,A,Annual,Y15-74,From 15 to 74 years,PC_POP,Percentage of total population,T,Total,IS,Iceland,2022,,3.0,,,,,
dataflow,ESTAT:UNE_RT_A$DEFAULTVIEW(1.0),Unemployment by sex and age - annual data,A,Annual,Y15-74,From 15 to 74 years,PC_POP,Percentage of total population,T,Total,IS,Iceland,2023,,2.8,,,,,
dataflow,ESTAT:UNE_RT_A$DEFAULTVIEW(1.0),Unemployment by sex and age - annual data,A,Annual,Y15-74,From 15 to 74 years,PC_POP,Percentage of total population,T,Total,IS,Iceland,2024,,2.9,,,,,
dataflow,ESTAT:UNE_RT_A$DEFAULTVIEW(1.0),Unemployment by sex and age - annual data,A,Annual,Y15-74,From 15 to 74 years,PC_POP,Percentage of total population,T,Total,IT,Italy,2015,,6.7,,,,,
dataflow,ESTAT:UNE_RT_A$DEFAULTVIEW(1.0),Unemployment by sex and age - annual data,A,Annual,Y15-74,From 15 to 74 years,PC_POP,Percentage of total population,T,Total,IT,Italy,2016,,6.6,,,,,
dataflow,ESTAT:UNE_RT_A$DEFAULTVIEW(1.0),Unemployment by sex and age - annual data,A,Annual,Y15-74,From 15 to 74 years,PC_POP,Percentage of total population,T,Total,IT,Italy,2017,,6.4,,,,,
dataflow,ESTAT:UNE_RT_A$DEFAULTVIEW(1.0),Unemployment by sex and age - annual data,A,Annual,Y15-74,From 15 to 74 years,PC_POP,Percentage of total population,T,Total,IT,Italy,2018,,6.1,,b,break in time series,,
dataflow,ESTAT:UNE_RT_A$DEFAULTVIEW(1.0),Unemployment by sex and age - annual data,A,Annual,Y15-74,From 15 to 74 years,PC_POP,Percentage of total population,T,Total,IT,Italy,2019,,5.7,,,,,
dataflow,ESTAT:UNE_RT_A$DEFAULTVIEW(1.0),Unemployment by sex and age - annual data,A,Annual,Y15-74,From 15 to 74 years,PC_POP,Percentage of total population,T,Total,IT,Italy,2020,,5.2,,,,,
dataflow,ESTAT:UNE_RT_A$DEFAULTVIEW(1.0),Unemployment by sex and age - annual data,A,Annual,Y15-74,From 15 to 74 years,PC_POP,Percentage of total population,T,Total,IT,Italy,2021,,5.3,,,,,
dataflow,ESTAT:UNE_RT_A$DEFAULTVIEW(1.0),Unemployment by sex and age - annual data,A,Annual,Y15-74,From 15 to 74 years,PC_POP,Percentage of total population,T,Total,IT,Italy,2022,,4.6,,,,,
dataflow,ESTAT:UNE_RT_A$DEFAULTVIEW(1.0),Unemployment by sex and age - annual data,A,Annual,Y15-74,From 15 to 74 years,PC_POP,Percentage of total population,T,Total,IT,Italy,2023,,4.4,,,,,
dataflow,ESTAT:UNE_RT_A$DEFAULTVIEW(1.0),Unemployment by sex and age - annual data,A,Annual,Y15-74,From 15 to 74 years,PC_POP,Percentage of total population,T,Total,IT,Italy,2024,,3.8,,,,,
dataflow,ESTAT:UNE_RT_A$DEFAULTVIEW(1.0),Unemployment by sex and age - annual data,A,Annual,Y15-74,From 15 to 74 years,PC_POP,Percentage of total population,T,Total,LT,Lithuania,2015,,6.1,,,,,
dataflow,ESTAT:UNE_RT_A$DEFAULTVIEW(1.0),Unemployment by sex and age - annual data,A,Annual,Y15-74,From 15 to 74 years,PC_POP,Percentage of total population,T,Total,LT,Lithuania,2016,,5.3,,,,,
dataflow,ESTAT:UNE_RT_A$DEFAULTVIEW(1.0),Unemployment by sex and age - annual data,A,Annual,Y15-74,From 15 to 74 years,PC_POP,Percentage of total population,T,Total,LT,Lithuania,2017,,4.8,,,,,
dataflow,ESTAT:UNE_RT_A$DEFAULTVIEW(1.0),Unemployment by sex and age - annual data,A,Annual,Y15-74,From 15 to 74 years,PC_POP,Percentage of total population,T,Total,LT,Lithuania,2018,,4.3,,,,,
dataflow,ESTAT:UNE_RT_A$DEFAULTVIEW(1.0),Unemployment by sex and age - annual data,A,Annual,Y15-74,From 15 to 74 years,PC_POP,Percentage of total population,T,Total,LT,Lithuania,2019,,4.4,,,,,
dataflow,ESTAT:UNE_RT_A$DEFAULTVIEW(1.0),Unemployment by sex and age - annual data,A,Annual,Y15-74,From 15 to 74 years,PC_POP,Percentage of total population,T,Total,LT,Lithuania,2020,,6.0,,,,,
dataflow,ESTAT:UNE_RT_A$DEFAULTVIEW(1.0),Unemployment by sex and age - annual data,A,Annual,Y15-74,From 15 to 74 years,PC_POP,Percentage of total population,T,Total,LT,Lithuania,2021,,5.0,,,,,
dataflow,ESTAT:UNE_RT_A$DEFAULTVIEW(1.0),Unemployment by sex and age - annual data,A,Annual,Y15-74,From 15 to 74 years,PC_POP,Percentage of total population,T,Total,LT,Lithuania,2022,,4.2,,,,,
dataflow,ESTAT:UNE_RT_A$DEFAULTVIEW(1.0),Unemployment by sex and age - annual data,A,Annual,Y15-74,From 15 to 74 years,PC_POP,Percentage of total population,T,Total,LT,Lithuania,2023,,4.8,,,,,
dataflow,ESTAT:UNE_RT_A$DEFAULTVIEW(1.0),Unemployment by sex and age - annual data,A,Annual,Y15-74,From 15 to 74 years,PC_POP,Percentage of total population,T,Total,LT,Lithuania,2024,,5.1,,,,,
dataflow,ESTAT:UNE_RT_A$DEFAULTVIEW(1.0),Unemployment by sex and age - annual data,A,Annual,Y15-74,From 15 to 74 years,PC_POP,Percentage of total population,T,Total,LU,Luxembourg,2015,,4.3,,b,break in time series,,
dataflow,ESTAT:UNE_RT_A$DEFAULTVIEW(1.0),Unemployment by sex and age - annual data,A,Annual,Y15-74,From 15 to 74 years,PC_POP,Percentage of total population,T,Total,LU,Luxembourg,2016,,4.0,,,,,
dataflow,ESTAT:UNE_RT_A$DEFAULTVIEW(1.0),Unemployment by sex and age - annual data,A,Annual,Y15-74,From 15 to 74 years,PC_POP,Percentage of total population,T,Total,LU,Luxembourg,2017,,3.5,,,,,
dataflow,ESTAT:UNE_RT_A$DEFAULTVIEW(1.0),Unemployment by sex and age - annual data,A,Annual,Y15-74,From 15 to 74 years,PC_POP,Percentage of total population,T,Total,LU,Luxembourg,2018,,3.6,,,,,
dataflow,ESTAT:UNE_RT_A$DEFAULTVIEW(1.0),Unemployment by sex and age - annual data,A,Annual,Y15-74,From 15 to 74 years,PC_POP,Percentage of total population,T,Total,LU,Luxembourg,2019,,3.7,,,,,
dataflow,ESTAT:UNE_RT_A$DEFAULTVIEW(1.0),Unemployment by sex and age - annual data,A,Annual,Y15-74,From 15 to 74 years,PC_POP,Percentage of total population,T,Total,LU,Luxembourg,2020,,4.4,,,,,
dataflow,ESTAT:UNE_RT_A$DEFAULTVIEW(1.0),Unemployment by sex and age - annual data,A,Annual,Y15-74,From 15 to 74 years,PC_POP,Percentage of total population,T,Total,LU,Luxembourg,2021,,3.5,,,,,
dataflow,ESTAT:UNE_RT_A$DEFAULTVIEW(1.0),Unemployment by sex and age - annual data,A,Annual,Y15-74,From 15 to 74 years,PC_POP,Percentage of total population,T,Total,LU,Luxembourg,2022,,3.1,,,,,
dataflow,ESTAT:UNE_RT_A$DEFAULTVIEW(1.0),Unemployment by sex and age - annual data,A,Annual,Y15-74,From 15 to 74 years,PC_POP,Percentage of total population,T,Total,LU,Luxembourg,2023,,3.5,,,,,
dataflow,ESTAT:UNE_RT_A$DEFAULTVIEW(1.0),Unemployment by sex and age - annual data,A,Annual,Y15-74,From 15 to 74 years,PC_POP,Percentage of total population,T,Total,LU,Luxembourg,2024,,4.3,,,,,
dataflow,ESTAT:UNE_RT_A$DEFAULTVIEW(1.0),Unemployment by sex and age - annual data,A,Annual,Y15-74,From 15 to 74 years,PC_POP,Percentage of total population,T,Total,LV,Latvia,2015,,6.7,,,,,
dataflow,ESTAT:UNE_RT_A$DEFAULTVIEW(1.0),Unemployment by sex and age - annual data,A,Annual,Y15-74,From 15 to 74 years,PC_POP,Percentage of total population,T,Total,LV,Latvia,2016,,6.6,,,,,
dataflow,ESTAT:UNE_RT_A$DEFAULTVIEW(1.0),Unemployment by sex and age - annual data,A,Annual,Y15-74,From 15 to 74 years,PC_POP,Percentage of total population,T,Total,LV,Latvia,2017,,6.0,,,,,
dataflow,ESTAT:UNE_RT_A$DEFAULTVIEW(1.0),Unemployment by sex and age - annual data,A,Annual,Y15-74,From 15 to 74 years,PC_POP,Percentage of total population,T,Total,LV,Latvia,2018,,5.2,,,,,
dataflow,ESTAT:UNE_RT_A$DEFAULTVIEW(1.0),Unemployment by sex and age - annual data,A,Annual,Y15-74,From 15 to 74 years,PC_POP,Percentage of total population,T,Total,LV,Latvia,2019,,4.4,,,,,
dataflow,ESTAT:UNE_RT_A$DEFAULTVIEW(1.0),Unemployment by sex and age - annual data,A,Annual,Y15-74,From 15 to 74 years,PC_POP,Percentage of total population,T,Total,LV,Latvia,2020,,5.7,,,,,
dataflow,ESTAT:UNE_RT_A$DEFAULTVIEW(1.0),Unemployment by sex and age - annual data,A,Annual,Y15-74,From 15 to 74 years,PC_POP,Percentage of total population,T,Total,LV,Latvia,2021,,5.1,,,,,
dataflow,ESTAT:UNE_RT_A$DEFAULTVIEW(1.0),Unemployment by sex and age - annual data,A,Annual,Y15-74,From 15 to 74 years,PC_POP,Percentage of total population,T,Total,LV,Latvia,2022,,4.7,,,,,
dataflow,ESTAT:UNE_RT_A$DEFAULTVIEW(1.0),Unemployment by sex and age - annual data,A,Annual,Y15-74,From 15 to 74 years,PC_POP,Percentage of total population,T,Total,LV,Latvia,2023,,4.5,,,,,
dataflow,ESTAT:UNE_RT_A$DEFAULTVIEW(1.0),Unemployment by sex and age - annual data,A,Annual,Y15-74,From 15 to 74 years,PC_POP,Percentage of total population,T,Total,LV,Latvia,2024,,4.8,,,,,
dataflow,ESTAT:UNE_RT_A$DEFAULTVIEW(1.0),Unemployment by sex and age - annual data,A,Annual,Y15-74,From 15 to 74 years,PC_POP,Percentage of total population,T,Total,ME,Montenegro,2015,,10.1,,,,,
dataflow,ESTAT:UNE_RT_A$DEFAULTVIEW(1.0),Unemployment by sex and age - annual data,A,Annual,Y15-74,From 15 to 74 years,PC_POP,Percentage of total population,T,Total,ME,Montenegro,2016,,10.3,,,,,
dataflow,ESTAT:UNE_RT_A$DEFAULTVIEW(1.0),Unemployment by sex and age - annual data,A,Annual,Y15-74,From 15 to 74 years,PC_POP,Percentage of total population,T,Total,ME,Montenegro,2017,,9.4,,,,,
dataflow,ESTAT:UNE_RT_A$DEFAULTVIEW(1.0),Unemployment by sex and age - annual data,A,Annual,Y15-74,From 15 to 74 years,PC_POP,Percentage of total population,T,Total,ME,Montenegro,2018,,9.1,,,,,
dataflow,ESTAT:UNE_RT_A$DEFAULTVIEW(1.0),Unemployment by sex and age - annual data,A,Annual,Y15-74,From 15 to 74 years,PC_POP,Percentage of total population,T,Total,ME,Montenegro,2019,,9.3,,,,,
dataflow,ESTAT:UNE_RT_A$DEFAULTVIEW(1.0),Unemployment by sex and age - annual data,A,Annual,Y15-74,From 15 to 74 years,PC_POP,Percentage of total population,T,Total,ME,Montenegro,2020,,10.2,,,,,
dataflow,ESTAT:UNE_RT_A$DEFAULTVIEW(1.0),Unemployment by sex and age - annual data,A,Annual,Y15-74,From 15 to 74 years,PC_POP,Percentage of total population,T,Total,MK,North Macedonia,2015,,15.3,,,,,
dataflow,ESTAT:UNE_RT_A$DEFAULTVIEW(1.0),Unemployment by sex and age - annual data,A,Annual,Y15-74,From 15 to 74 years,PC_POP,Percentage of total population,T,Total,MK,North Macedonia,2016,,13.8,,,,,
dataflow,ESTAT:UNE_RT_A$DEFAULTVIEW(1.0),Unemployment by sex and age - annual data,A,Annual,Y15-74,From 15 to 74 years,PC_POP,Percentage of total population,T,Total,MK,North Macedonia,2017,,13.1,,,,,
dataflow,ESTAT:UNE_RT_A$DEFAULTVIEW(1.0),Unemployment by sex and age - annual data,A,Annual,Y15-74,From 15 to 74 years,PC_POP,Percentage of total population,T,Total,MK,North Macedonia,2018,,12.2,,,,,
dataflow,ESTAT:UNE_RT_A$DEFAULTVIEW(1.0),Unemployment by sex and age - annual data,A,Annual,Y15-74,From 15 to 74 years,PC_POP,Percentage of total population,T,Total,MK,North Macedonia,2019,,10.2,,,,,
dataflow,ESTAT:UNE_RT_A$DEFAULTVIEW(1.0),Unemployment by sex and age - annual data,A,Annual,Y15-74,From 15 to 74 years,PC_POP,Percentage of total population,T,Total,MK,North Macedonia,2020,,9.6,,,,,
dataflow,ESTAT:UNE_RT_A$DEFAULTVIEW(1.0),Unemployment by sex and age - annual data,A,Annual,Y15-74,From 15 to 74 years,PC_POP,Percentage of total population,T,Total,MT,Malta,2015,,3.2,,,,,
dataflow,ESTAT:UNE_RT_A$DEFAULTVIEW(1.0),Unemployment by sex and age - annual data,A,Annual,Y15-74,From 15 to 74 years,PC_POP,Percentage of total population,T,Total,MT,Malta,2016,,2.9,,,,,
dataflow,ESTAT:UNE_RT_A$DEFAULTVIEW(1.0),Unemployment by sex and age - annual data,A,Annual,Y15-74,From 15 to 74 years,PC_POP,Percentage of total population,T,Total,MT,Malta,2017,,2.5,,,,,
dataflow,ESTAT:UNE_RT_A$DEFAULTVIEW(1.0),Unemployment by sex and age - annual data,A,Annual,Y15-74,From 15 to 74 years,PC_POP,Percentage of total population,T,Total,MT,Malta,2018,,2.5,,,,,
dataflow,ESTAT:UNE_RT_A$DEFAULTVIEW(1.0),Unemployment by sex and age - annual data,A,Annual,Y15-74,From 15 to 74 years,PC_POP,Percentage of total population,T,Total,MT,Malta,2019,,2.7,,,,,
dataflow,ESTAT:UNE_RT_A$DEFAULTVIEW(1.0),Unemployment by sex and age - annual data,A,Annual,Y15-74,From 15 to 74 years,PC_POP,Percentage of total population,T,Total,MT,Malta,2020,,3.2,,,,,
dataflow,ESTAT:UNE_RT_A$DEFAULTVIEW(1.0),Unemployment by sex and age - annual data,A,Annual,Y15-74,From 15 to 74 years,PC_POP,Percentage of total population,T,Total,MT,Malta,2021,,2.5,,,,,
dataflow,ESTAT:UNE_RT_A$DEFAULTVIEW(1.0),Unemployment by sex and age - annual data,A,Annual,Y15-74,From 15 to 74 years,PC_POP,Percentage of total population,T,Total,MT,Malta,2022,,2.4,,,,,
dataflow,ESTAT:UNE_RT_A$DEFAULTVIEW(1.0),Unemployment by sex and age - annual data,A,Annual,Y15-74,From 15 to 74 years,PC_POP,Percentage of total population,T,Total,MT,Malta,2023,,2.5,,,,,
dataflow,ESTAT:UNE_RT_A$DEFAULTVIEW(1.0),Unemployment by sex and age - annual data,A,Annual,Y15-74,From 15 to 74 years,PC_POP,Percentage of total population,T,Total,MT,Malta,2024,,2.3,,,,,
dataflow,ESTAT:UNE_RT_A$DEFAULTVIEW(1.0),Unemployment by sex and age - annual data,A,Annual,Y15-74,From 15 to 74 years,PC_POP,Percentage of total population,T,Total,NL,Netherlands,2015,,5.7,,,,,
dataflow,ESTAT:UNE_RT_A$DEFAULTVIEW(1.0),Unemployment by sex and age - annual data,A,Annual,Y15-74,From 15 to 74 years,PC_POP,Percentage of total population,T,Total,NL,Netherlands,2016,,5.1,,,,,
dataflow,ESTAT:UNE_RT_A$DEFAULTVIEW(1.0),Unemployment by sex and age - annual data,A,Annual,Y15-74,From 15 to 74 years,PC_POP,Percentage of total population,T,Total,NL,Netherlands,2017,,4.2,,,,,
dataflow,ESTAT:UNE_RT_A$DEFAULTVIEW(1.0),Unemployment by sex and age - annual data,A,Annual,Y15-74,From 15 to 74 years,PC_POP,Percentage of total population,T,Total,NL,Netherlands,2018,,3.6,,,,,
dataflow,ESTAT:UNE_RT_A$DEFAULTVIEW(1.0),Unemployment by sex and age - annual data,A,Annual,Y15-74,From 15 to 74 years,PC_POP,Percentage of total population,T,Total,NL,Netherlands,2019,,3.3,,,,,
dataflow,ESTAT:UNE_RT_A$DEFAULTVIEW(1.0),Unemployment by sex and age - annual data,A,Annual,Y15-74,From 15 to 74 years,PC_POP,Percentage of total population,T,Total,NL,Netherlands,2020,,3.6,,,,,
dataflow,ESTAT:UNE_RT_A$DEFAULTVIEW(1.0),Unemployment by sex and age - annual data,A,Annual,Y15-74,From 15 to 74 years,PC_POP,Percentage of total population,T,Total,NL,Netherlands,2021,,3.1,,,,,
dataflow,ESTAT:UNE_RT_A$DEFAULTVIEW(1.0),Unemployment by sex and age - annual data,A,Annual,Y15-74,From 15 to 74 years,PC_POP,Percentage of total population,T,Total,NL,Netherlands,2022,,2.6,,,,,
dataflow,ESTAT:UNE_RT_A$DEFAULTVIEW(1.0),Unemployment by sex and age - annual data,A,Annual,Y15-74,From 15 to 74 years,PC_POP,Percentage of total population,T,Total,NL,Netherlands,2023,,2.7,,,,,
dataflow,ESTAT:UNE_RT_A$DEFAULTVIEW(1.0),Unemployment by sex and age - annual data,A,Annual,Y15-74,From 15 to 74 years,PC_POP,Percentage of total population,T,Total,NL,Netherlands,2024,,2.8,,,,,
dataflow,ESTAT:UNE_RT_A$DEFAULTVIEW(1.0),Unemployment by sex and age - annual data,A,Annual,Y15-74,From 15 to 74 years,PC_POP,Percentage of total population,T,Total,NO,Norway,2015,,3.4,,,,,
dataflow,ESTAT:UNE_RT_A$DEFAULTVIEW(1.0),Unemployment by sex and age - annual data,A,Annual,Y15-74,From 15 to 74 years,PC_POP,Percentage of total population,T,Total,NO,Norway,2016,,3.5,,,,,
dataflow,ESTAT:UNE_RT_A$DEFAULTVIEW(1.0),Unemployment by sex and age - annual data,A,Annual,Y15-74,From 15 to 74 years,PC_POP,Percentage of total population,T,Total,NO,Norway,2017,,3.1,,,,,
dataflow,ESTAT:UNE_RT_A$DEFAULTVIEW(1.0),Unemployment by sex and age - annual data,A,Annual,Y15-74,From 15 to 74 years,PC_POP,Percentage of total population,T,Total,NO,Norway,2018,,2.8,,,,,
dataflow,ESTAT:UNE_RT_A$DEFAULTVIEW(1.0),Unemployment by sex and age - annual data,A,Annual,Y15-74,From 15 to 74 years,PC_POP,Percentage of total population,T,Total,NO,Norway,2019,,2.8,,,,,
